,numero,año,escolaridad,experiencia,sindicalizado,etnia,casado,salud,sueldo,industria,ocupacion,lugar_residencia
513,1081,1980,10,2,no,other,no,no,1.087996833,Finance,"Craftsmen, Foremen_and_kindred",south
514,1081,1981,10,3,no,other,no,no,1.249144523,Construction,"Craftsmen, Foremen_and_kindred",south
515,1081,1982,10,4,no,other,no,no,1.547402522,Trade,Clerical_and_kindred,south
516,1081,1983,10,5,no,other,no,no,1.351703445,Trade,Clerical_and_kindred,south
517,1081,1984,10,6,no,other,no,no,1.426116855,Trade,Service_Workers,south
518,1081,1985,10,7,no,other,no,no,1.056600602,Trade,Service_Workers,south
519,1081,1986,10,8,no,other,no,no,1.264222496,Trade,"Managers, Officials_and_Proprietors",south
520,1081,1987,10,9,no,other,no,no,2.000009482,Trade,"Craftsmen, Foremen_and_kindred",south
521,1085,1980,12,1,no,other,no,no,1.887123958,Trade,"Craftsmen, Foremen_and_kindred",south
522,1085,1981,12,2,no,other,no,no,1.481521211,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
523,1085,1982,12,3,no,other,no,no,1.217641944,Manufacturing,"Craftsmen, Foremen_and_kindred",south
524,1085,1983,12,4,no,other,no,no,0.737586125,Trade,"Craftsmen, Foremen_and_kindred",south
525,1085,1984,12,5,no,other,sí,sí,1.288773294,Trade,"Craftsmen, Foremen_and_kindred",south
526,1085,1985,12,6,no,other,sí,no,1.073505715,Trade,"Craftsmen, Foremen_and_kindred",south
527,1085,1986,12,7,no,other,sí,no,1.317172243,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
528,1085,1987,12,8,no,other,no,no,2.017049554,Manufacturing,"Craftsmen, Foremen_and_kindred",south
529,1091,1980,9,6,sí,other,no,no,1.111002916,Trade,Laborers_and_farmers,NA
530,1091,1981,9,7,no,other,sí,no,1.162092558,Trade,Laborers_and_farmers,NA
531,1091,1982,9,8,sí,other,sí,no,1.061894706,Trade,Laborers_and_farmers,NA
532,1091,1983,9,9,no,other,sí,no,1.127573088,Trade,Operatives_and_kindred,NA
533,1091,1984,9,10,no,other,sí,no,1.189179982,Manufacturing,Laborers_and_farmers,NA
534,1091,1985,9,11,sí,other,sí,no,1.222794989,Trade,Laborers_and_farmers,NA
535,1091,1986,9,12,no,other,sí,no,1.164667479,Trade,Laborers_and_farmers,NA
536,1091,1987,9,13,no,other,sí,no,1.395894582,Transportation,Laborers_and_farmers,NA
537,1094,1980,12,3,no,other,sí,no,1.342639051,Construction,"Craftsmen, Foremen_and_kindred",NA
538,1094,1981,12,4,no,other,sí,no,1.406497068,Construction,"Craftsmen, Foremen_and_kindred",NA
539,1094,1982,12,5,no,other,sí,no,1.529702944,Construction,Operatives_and_kindred,NA
540,1094,1983,12,6,no,other,sí,no,1.757596775,Construction,"Craftsmen, Foremen_and_kindred",NA
541,1094,1984,12,7,no,other,sí,no,1.905689936,Construction,"Craftsmen, Foremen_and_kindred",NA
542,1094,1985,12,8,no,other,sí,no,1.966231911,Construction,"Craftsmen, Foremen_and_kindred",NA
543,1094,1986,12,9,no,other,sí,no,2.140417187,Construction,"Craftsmen, Foremen_and_kindred",NA
544,1094,1987,12,10,no,other,sí,no,2.17555919,Construction,Operatives_and_kindred,NA
545,1096,1980,11,6,no,other,no,no,1.264076728,Agricultural,"Craftsmen, Foremen_and_kindred",south
546,1096,1981,11,7,no,other,no,no,1.278080777,Agricultural,Farm_Laborers_and_Foreman,south
547,1096,1982,11,8,no,other,no,no,0.999762925,Agricultural,"Craftsmen, Foremen_and_kindred",south
548,1096,1983,11,9,no,other,no,no,0.965424049,Agricultural,"Craftsmen, Foremen_and_kindred",south
549,1096,1984,11,10,no,other,no,no,1.028619917,Agricultural,"Craftsmen, Foremen_and_kindred",south
550,1096,1985,11,11,no,other,no,no,1.012998316,Agricultural,"Craftsmen, Foremen_and_kindred",south
551,1096,1986,11,12,no,other,sí,no,1.284339639,Finance,"Craftsmen, Foremen_and_kindred",south
552,1096,1987,11,13,sí,other,sí,no,1.408174092,Agricultural,"Craftsmen, Foremen_and_kindred",NA
553,1098,1980,14,1,no,other,no,no,1.551967809,Professional_and_Related Service,"Professional, Technical_and_kindred",south
554,1098,1981,14,2,no,other,no,no,2.128231706,Professional_and_Related Service,"Professional, Technical_and_kindred",south
555,1098,1982,14,3,no,other,no,no,2.757775851,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
556,1098,1983,14,4,no,other,no,no,1.509607413,Manufacturing,"Professional, Technical_and_kindred",south
557,1098,1984,14,5,no,other,no,no,1.933386163,Manufacturing,"Professional, Technical_and_kindred",south
558,1098,1985,14,6,no,other,no,no,2.277675894,Manufacturing,"Professional, Technical_and_kindred",south
559,1098,1986,14,7,no,other,no,no,2.265224495,Construction,"Professional, Technical_and_kindred",south
560,1098,1987,14,8,no,other,sí,no,2.282758699,Professional_and_Related Service,"Professional, Technical_and_kindred",south
561,1102,1980,13,3,no,other,no,no,0.881084476,Professional_and_Related Service,Clerical_and_kindred,south
562,1102,1981,13,4,no,other,no,no,2.040220829,Business_and_Repair_Service,Clerical_and_kindred,south
563,1102,1982,13,5,no,other,no,no,1.833003428,Manufacturing,Sales_Workers,south
564,1102,1983,13,6,no,other,no,no,1.774200253,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",south
565,1102,1984,13,7,no,other,no,no,1.822308327,Business_and_Repair_Service,Sales_Workers,south
566,1102,1985,13,8,no,other,no,no,2.657274432,Business_and_Repair_Service,Sales_Workers,south
567,1102,1986,13,9,no,other,no,no,2.774626927,Trade,"Managers, Officials_and_Proprietors",NA
568,1102,1987,13,10,no,other,no,no,2.851785862,Manufacturing,Sales_Workers,NA
569,1107,1980,12,5,no,other,no,no,1.543309746,Construction,"Craftsmen, Foremen_and_kindred",south
570,1107,1981,12,6,no,other,sí,no,1.570217199,Construction,"Craftsmen, Foremen_and_kindred",south
571,1107,1982,12,7,no,other,sí,no,1.656601814,Construction,"Craftsmen, Foremen_and_kindred",south
572,1107,1983,12,8,no,other,sí,no,1.660871568,Construction,"Craftsmen, Foremen_and_kindred",south
573,1107,1984,12,9,no,other,sí,no,2.001000115,Construction,"Craftsmen, Foremen_and_kindred",south
574,1107,1985,12,10,no,other,sí,no,1.871322292,Construction,"Craftsmen, Foremen_and_kindred",south
575,1107,1986,12,11,no,other,sí,no,1.890475442,Construction,"Craftsmen, Foremen_and_kindred",NA
576,1107,1987,12,12,no,other,sí,no,2.035432312,Construction,"Craftsmen, Foremen_and_kindred",NA
577,1142,1980,14,2,no,hisp,no,no,1.413112308,Trade,Service_Workers,south
578,1142,1981,14,3,no,hisp,no,no,1.667773489,Finance,"Managers, Officials_and_Proprietors",south
579,1142,1982,14,4,no,hisp,no,no,1.922095971,Finance,"Managers, Officials_and_Proprietors",south
580,1142,1983,14,5,no,hisp,no,no,1.74137394,Transportation,"Managers, Officials_and_Proprietors",south
581,1142,1984,14,6,no,hisp,no,no,2.011050451,Finance,Clerical_and_kindred,south
582,1142,1985,14,7,no,hisp,sí,no,2.223542886,Finance,"Managers, Officials_and_Proprietors",south
583,1142,1986,14,8,no,hisp,sí,no,2.088562414,Finance,"Managers, Officials_and_Proprietors",south
584,1142,1987,14,9,no,hisp,sí,no,2.34130773,Finance,"Managers, Officials_and_Proprietors",south
585,1156,1980,12,5,no,black,no,no,1.302817557,Trade,Service_Workers,south
586,1156,1981,12,6,no,black,no,no,1.33072451,Trade,Service_Workers,south
587,1156,1982,12,7,no,black,no,no,1.299566358,Trade,Service_Workers,south
588,1156,1983,12,8,no,black,no,no,1.631099409,Trade,Service_Workers,south
589,1156,1984,12,9,no,black,no,no,1.659153505,Trade,Service_Workers,south
590,1156,1985,12,10,no,black,no,no,1.648178741,Trade,Service_Workers,south
591,1156,1986,12,11,no,black,no,no,1.554003206,Trade,Service_Workers,south
592,1156,1987,12,12,no,black,no,no,1.933747572,Trade,Service_Workers,south
593,1180,1980,13,2,no,other,no,no,1.853464675,Construction,"Professional, Technical_and_kindred",south
594,1180,1981,13,3,no,other,no,no,1.609437912,Construction,"Craftsmen, Foremen_and_kindred",south
595,1180,1982,13,4,sí,other,no,no,1.690503365,Construction,"Craftsmen, Foremen_and_kindred",south
596,1180,1983,13,5,sí,other,no,no,1.537495229,Transportation,"Craftsmen, Foremen_and_kindred",south
597,1180,1984,13,6,no,other,sí,no,2.041054509,Construction,"Managers, Officials_and_Proprietors",south
598,1180,1985,13,7,no,other,sí,no,1.920112456,Construction,Clerical_and_kindred,south
599,1180,1986,13,8,no,other,sí,no,2.113618994,Construction,"Craftsmen, Foremen_and_kindred",south
600,1180,1987,13,9,no,other,sí,no,2.217753869,Construction,Clerical_and_kindred,south
601,1190,1980,12,2,no,black,no,no,1.510342697,Manufacturing,Operatives_and_kindred,south
602,1190,1981,12,3,no,black,no,no,1.510857084,Manufacturing,Operatives_and_kindred,south
603,1190,1982,12,4,no,black,no,no,1.061894706,Manufacturing,"Craftsmen, Foremen_and_kindred",south
604,1190,1983,12,5,no,black,no,no,1.350716639,Manufacturing,Operatives_and_kindred,south
605,1190,1984,12,6,no,black,no,no,1.216045386,Manufacturing,"Craftsmen, Foremen_and_kindred",south
606,1190,1985,12,7,no,black,no,no,1.173910713,Agricultural,Laborers_and_farmers,south
607,1190,1986,12,8,no,black,no,no,1.340429105,Manufacturing,Laborers_and_farmers,south
608,1190,1987,12,9,no,black,sí,no,1.381505844,Manufacturing,Operatives_and_kindred,south
609,1204,1980,8,5,no,other,no,no,1.622382287,Trade,Operatives_and_kindred,south
610,1204,1981,8,6,sí,other,no,no,1.752538756,Manufacturing,Operatives_and_kindred,south
611,1204,1982,8,7,sí,other,no,no,1.93475588,Trade,Operatives_and_kindred,south
612,1204,1983,8,8,sí,other,no,no,1.778595342,Mining,Operatives_and_kindred,south
613,1204,1984,8,9,sí,other,no,no,1.868610927,Mining,Operatives_and_kindred,south
614,1204,1985,8,10,sí,other,no,no,2.011084234,Manufacturing,Operatives_and_kindred,south
615,1204,1986,8,11,sí,other,no,no,2.251372231,Manufacturing,Service_Workers,south
616,1204,1987,8,12,sí,other,no,no,2.250543691,Mining,"Professional, Technical_and_kindred",south
617,1249,1980,11,5,no,other,no,no,1.530746545,Manufacturing,Operatives_and_kindred,south
618,1249,1981,11,6,no,other,sí,no,1.339992901,Trade,Operatives_and_kindred,south
619,1249,1982,11,7,no,other,no,no,1.659569092,Agricultural,Farm_Laborers_and_Foreman,south
620,1249,1983,11,8,no,other,sí,no,1.383422671,Agricultural,Operatives_and_kindred,south
621,1249,1984,11,9,no,other,sí,sí,1.511506172,Agricultural,Sales_Workers,south
622,1249,1985,11,10,no,other,no,no,1.425035189,Trade,Operatives_and_kindred,south
623,1249,1986,11,11,no,other,sí,no,1.443959794,Manufacturing,Operatives_and_kindred,NA
624,1249,1987,11,12,no,other,no,no,1.444379086,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
625,1272,1980,12,3,no,other,sí,no,1.750865774,Trade,Laborers_and_farmers,south
626,1272,1981,12,4,no,other,no,no,1.832376315,Trade,Laborers_and_farmers,south
627,1272,1982,12,5,sí,other,no,no,1.755041886,Trade,Clerical_and_kindred,south
628,1272,1983,12,6,no,other,no,sí,1.782105432,Trade,Clerical_and_kindred,south
629,1272,1984,12,7,no,other,no,no,1.721767097,Trade,Clerical_and_kindred,south
630,1272,1985,12,8,sí,other,no,no,1.73331061,Public_Administration,Laborers_and_farmers,south
631,1272,1986,12,9,no,other,sí,no,1.764681555,Public_Administration,Laborers_and_farmers,south
632,1272,1987,12,10,no,other,sí,no,1.90759894,Public_Administration,Laborers_and_farmers,south
633,1311,1980,15,2,no,other,no,no,0.556780125,Trade,"Managers, Officials_and_Proprietors",south
634,1311,1981,15,3,no,other,no,no,1.554713013,Mining,Operatives_and_kindred,south
635,1311,1982,15,4,no,other,no,no,1.686833636,Mining,"Professional, Technical_and_kindred",south
636,1311,1983,15,5,no,other,no,no,1.644792736,Manufacturing,Laborers_and_farmers,south
637,1311,1984,15,6,no,other,no,no,2.212790094,Mining,"Professional, Technical_and_kindred",south
638,1311,1985,15,7,no,other,no,no,1.894876889,Mining,Operatives_and_kindred,south
639,1311,1986,15,8,no,other,no,no,1.791082698,Mining,Operatives_and_kindred,south
640,1311,1987,15,9,no,other,no,no,2.058709375,Mining,Laborers_and_farmers,south
641,1316,1980,8,4,no,other,no,no,1.543309746,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
642,1316,1981,8,5,no,other,no,no,1.68948062,Construction,"Craftsmen, Foremen_and_kindred",NA
643,1316,1982,8,6,no,other,sí,no,1.877644208,Trade,"Craftsmen, Foremen_and_kindred",NA
644,1316,1983,8,7,no,other,sí,no,2.589254345,Trade,"Craftsmen, Foremen_and_kindred",NA
645,1316,1984,8,8,no,other,sí,no,2.738599059,Manufacturing,"Craftsmen, Foremen_and_kindred",south
646,1316,1985,8,9,no,other,sí,no,1.861752841,Construction,"Craftsmen, Foremen_and_kindred",south
647,1316,1986,8,10,no,other,sí,no,1.911142079,Construction,"Craftsmen, Foremen_and_kindred",south
648,1316,1987,8,11,no,other,sí,no,1.90759894,Trade,"Craftsmen, Foremen_and_kindred",NA
649,1318,1980,8,8,no,other,no,no,1.059776265,Construction,Laborers_and_farmers,NA
650,1318,1981,8,9,no,other,no,no,1.467701636,Agricultural,Laborers_and_farmers,NA
651,1318,1982,8,10,no,other,no,no,1.339763157,Agricultural,Farm_Laborers_and_Foreman,NA
652,1318,1983,8,11,no,other,no,no,1.294627173,Agricultural,Farm_Laborers_and_Foreman,NA
653,1318,1984,8,12,no,other,no,no,1.251763468,Manufacturing,Laborers_and_farmers,rural_area
654,1318,1985,8,13,no,other,no,no,1.332202525,Agricultural,Farm_Laborers_and_Foreman,NA
655,1318,1986,8,14,no,other,no,no,1.28594092,Manufacturing,Laborers_and_farmers,NA
656,1318,1987,8,15,no,other,no,no,1.286195665,Agricultural,Laborers_and_farmers,NA
657,1345,1980,12,4,no,other,no,no,1.764698182,Manufacturing,"Craftsmen, Foremen_and_kindred",south
658,1345,1981,12,5,no,other,sí,no,-0.723918839,Trade,"Craftsmen, Foremen_and_kindred",south
659,1345,1982,12,6,no,other,sí,no,1.890843428,Manufacturing,"Craftsmen, Foremen_and_kindred",south
660,1345,1983,12,7,no,other,sí,no,2.088315582,Trade,"Craftsmen, Foremen_and_kindred",south
661,1345,1984,12,8,no,other,sí,no,2.206275413,Manufacturing,"Craftsmen, Foremen_and_kindred",south
662,1345,1985,12,9,no,other,sí,no,2.159004365,Manufacturing,"Craftsmen, Foremen_and_kindred",south
663,1345,1986,12,10,no,other,sí,no,2.221297007,Trade,"Craftsmen, Foremen_and_kindred",south
664,1345,1987,12,11,no,other,sí,no,1.583854192,Trade,"Craftsmen, Foremen_and_kindred",south
665,1397,1980,12,5,sí,other,no,no,1.770083066,Manufacturing,Operatives_and_kindred,south
666,1397,1981,12,6,sí,other,no,no,1.601715866,Manufacturing,Operatives_and_kindred,south
667,1397,1982,12,7,sí,other,no,no,1.547402522,Manufacturing,"Craftsmen, Foremen_and_kindred",south
668,1397,1983,12,8,sí,other,no,no,1.786034711,Manufacturing,Laborers_and_farmers,south
669,1397,1984,12,9,sí,other,no,no,1.682546384,Manufacturing,Operatives_and_kindred,south
670,1397,1985,12,10,sí,other,no,no,1.720499402,Manufacturing,Operatives_and_kindred,south
671,1397,1986,12,11,sí,other,no,no,1.799961435,Manufacturing,Operatives_and_kindred,south
672,1397,1987,12,12,sí,other,no,no,1.760995466,Manufacturing,Operatives_and_kindred,south
673,1434,1980,10,2,no,other,no,no,0.206286434,Construction,Laborers_and_farmers,south
674,1434,1981,10,3,no,other,sí,no,1.121049634,Construction,"Craftsmen, Foremen_and_kindred",south
675,1434,1982,10,4,sí,other,sí,no,1.086117343,Professional_and_Related Service,Service_Workers,south
676,1434,1983,10,5,sí,other,sí,no,1.26891481,Professional_and_Related Service,Service_Workers,south
677,1434,1984,10,6,sí,other,sí,no,1.099372578,Entertainment,Service_Workers,south
678,1434,1985,10,7,sí,other,sí,no,1.345229196,Trade,Laborers_and_farmers,south
679,1434,1986,10,8,no,other,sí,no,1.900044893,Business_and_Repair_Service,Service_Workers,south
680,1434,1987,10,9,no,other,sí,no,1.515391784,Professional_and_Related Service,Service_Workers,south
681,1492,1980,13,4,no,other,no,no,2.036455352,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
682,1492,1981,13,5,no,other,no,no,1.142368271,Trade,"Craftsmen, Foremen_and_kindred",south
683,1492,1982,13,6,no,other,no,no,1.378535857,Transportation,"Professional, Technical_and_kindred",south
684,1492,1983,13,7,no,other,sí,no,1.473753839,Transportation,"Professional, Technical_and_kindred",south
685,1492,1984,13,8,no,other,no,sí,1.47490702,Manufacturing,"Craftsmen, Foremen_and_kindred",south
686,1492,1985,13,9,no,other,sí,no,1.416282398,Manufacturing,"Craftsmen, Foremen_and_kindred",south
687,1492,1986,13,10,no,other,sí,no,1.498433354,Manufacturing,"Craftsmen, Foremen_and_kindred",south
688,1492,1987,13,11,no,other,sí,no,1.500852602,Manufacturing,"Craftsmen, Foremen_and_kindred",south
689,1496,1980,12,1,sí,other,no,no,1.178336,Trade,Service_Workers,NA
690,1496,1981,12,2,sí,other,no,no,1.087287139,Trade,Service_Workers,NA
691,1496,1982,12,3,no,other,no,no,0.00773418,Trade,"Craftsmen, Foremen_and_kindred",NA
692,1496,1983,12,4,no,other,no,no,0.796704954,Trade,"Managers, Officials_and_Proprietors",south
693,1496,1984,12,5,no,other,no,no,1.037228291,Personal_Service,"Managers, Officials_and_Proprietors",south
694,1496,1985,12,6,no,other,no,no,1.208374143,Personal_Service,"Managers, Officials_and_Proprietors",south
695,1496,1986,12,7,no,other,no,no,1.204458887,Trade,"Managers, Officials_and_Proprietors",south
696,1496,1987,12,8,no,other,no,no,1.857080519,Transportation,Sales_Workers,south
697,1506,1980,12,3,no,other,no,no,0.974396653,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
698,1506,1981,12,4,no,other,no,no,2.465104023,Manufacturing,"Craftsmen, Foremen_and_kindred",south
699,1506,1982,12,5,no,other,no,no,1.055035692,Trade,"Craftsmen, Foremen_and_kindred",south
700,1506,1983,12,6,no,other,no,no,1.142764823,Trade,Service_Workers,south
701,1506,1984,12,7,no,other,no,no,1.012746568,Trade,Sales_Workers,south
702,1506,1985,12,8,no,other,no,no,1.072814596,Trade,Operatives_and_kindred,south
703,1506,1986,12,9,no,other,no,no,1.0599847,Trade,Operatives_and_kindred,south
704,1506,1987,12,10,no,other,no,no,0.926926686,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
705,1515,1980,10,2,no,other,no,no,1.03377934,Trade,Sales_Workers,south
706,1515,1981,10,3,sí,other,no,no,1.292640928,Trade,"Managers, Officials_and_Proprietors",south
707,1515,1982,10,4,no,other,no,no,1.3144664,Trade,"Managers, Officials_and_Proprietors",south
708,1515,1983,10,5,no,other,no,no,1.258214887,Trade,"Managers, Officials_and_Proprietors",south
709,1515,1984,10,6,no,other,no,no,1.647278245,Transportation,Operatives_and_kindred,south
710,1515,1985,10,7,no,other,no,no,1.765961776,Transportation,Operatives_and_kindred,south
711,1515,1986,10,8,no,other,no,no,1.799961435,Transportation,Clerical_and_kindred,south
712,1515,1987,10,9,no,other,sí,no,1.810687479,Transportation,Operatives_and_kindred,NA
713,1520,1980,12,5,sí,black,sí,no,1.375922877,Manufacturing,Operatives_and_kindred,south
714,1520,1981,12,6,sí,black,sí,no,1.353907845,Agricultural,Farm_Laborers_and_Foreman,south
715,1520,1982,12,7,no,black,sí,no,1.349576778,Agricultural,Operatives_and_kindred,south
716,1520,1983,12,8,no,black,sí,no,1.351197524,Manufacturing,Operatives_and_kindred,south
717,1520,1984,12,9,no,black,sí,no,1.370305721,Manufacturing,Operatives_and_kindred,south
718,1520,1985,12,10,no,black,sí,no,1.401318663,Manufacturing,Clerical_and_kindred,south
719,1520,1986,12,11,no,black,sí,no,1.580542761,Manufacturing,Laborers_and_farmers,south
720,1520,1987,12,12,sí,black,sí,no,1.63599495,Trade,Laborers_and_farmers,south
721,1528,1980,10,4,sí,black,no,no,0.978897786,Trade,Service_Workers,south
722,1528,1981,10,5,no,black,no,no,1.241713132,Trade,Service_Workers,south
723,1528,1982,10,6,no,black,no,no,1.259720449,Trade,Service_Workers,south
724,1528,1983,10,7,no,black,no,no,1.032262908,Trade,Service_Workers,south
725,1528,1984,10,8,no,black,no,no,1.196193617,Trade,Service_Workers,south
726,1528,1985,10,9,no,black,no,no,1.168104533,Trade,Service_Workers,south
727,1528,1986,10,10,no,black,no,no,1.366404592,Trade,Service_Workers,south
728,1528,1987,10,11,no,black,no,no,1.398312963,Professional_and_Related Service,Service_Workers,NA
729,1554,1980,12,2,no,other,no,no,1.311867392,Manufacturing,Operatives_and_kindred,south
730,1554,1981,12,3,no,other,sí,no,1.222664937,Trade,Operatives_and_kindred,south
731,1554,1982,12,4,sí,other,sí,no,1.408866593,Manufacturing,Clerical_and_kindred,south
732,1554,1983,12,5,no,other,sí,no,1.574341075,Manufacturing,Operatives_and_kindred,south
733,1554,1984,12,6,no,other,sí,no,1.455858825,Manufacturing,"Craftsmen, Foremen_and_kindred",south
734,1554,1985,12,7,no,other,sí,no,1.874824923,Manufacturing,"Craftsmen, Foremen_and_kindred",south
735,1554,1986,12,8,no,other,sí,no,1.87394614,Manufacturing,"Craftsmen, Foremen_and_kindred",south
736,1554,1987,12,9,no,other,sí,no,1.733726438,Manufacturing,"Craftsmen, Foremen_and_kindred",south
737,1575,1980,13,3,no,other,no,no,1.576051493,Finance,Sales_Workers,NA
738,1575,1981,13,4,no,other,sí,no,1.742017377,Finance,Clerical_and_kindred,NA
739,1575,1982,13,5,no,other,sí,no,1.778826791,Finance,"Managers, Officials_and_Proprietors",NA
740,1575,1983,13,6,no,other,sí,no,1.871161593,Finance,"Professional, Technical_and_kindred",NA
741,1575,1984,13,7,no,other,sí,no,1.65639559,Finance,Clerical_and_kindred,NA
742,1575,1985,13,8,no,other,sí,no,1.783029685,Finance,"Managers, Officials_and_Proprietors",NA
743,1575,1986,13,9,no,other,sí,no,1.5948252,Finance,"Managers, Officials_and_Proprietors",NA
744,1575,1987,13,10,no,other,sí,no,1.995091202,Finance,"Managers, Officials_and_Proprietors",NA
745,1576,1980,11,2,no,other,sí,no,1.32470135,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
746,1576,1981,11,3,no,other,sí,no,1.347073648,Finance,Service_Workers,NA
747,1576,1982,11,4,no,other,sí,no,1.562669994,Personal_Service,Service_Workers,NA
748,1576,1983,11,5,no,other,sí,no,3.200689122,Personal_Service,Service_Workers,NA
749,1576,1984,11,6,no,other,sí,no,1.838300914,Construction,"Craftsmen, Foremen_and_kindred",NA
750,1576,1985,11,7,no,other,no,no,1.870448548,Construction,"Craftsmen, Foremen_and_kindred",south
751,1576,1986,11,8,no,other,no,no,0.825764705,Construction,"Craftsmen, Foremen_and_kindred",NA
752,1576,1987,11,9,no,other,no,no,1.844714431,Construction,"Craftsmen, Foremen_and_kindred",NA
753,1628,1980,12,3,no,other,no,no,1.176472934,Trade,Operatives_and_kindred,NA
754,1628,1981,12,4,no,other,no,no,1.32425897,Trade,Sales_Workers,NA
755,1628,1982,12,5,no,other,no,no,1.235966363,Manufacturing,Laborers_and_farmers,NA
756,1628,1983,12,6,no,other,no,no,1.592994145,Trade,Sales_Workers,nothern_central
757,1628,1984,12,7,no,other,no,no,1.725366381,Public_Administration,Service_Workers,nothern_central
758,1628,1985,12,8,no,other,no,no,1.820028998,Public_Administration,Service_Workers,nothern_central
759,1628,1986,12,9,no,other,no,no,1.836141091,Public_Administration,Service_Workers,nothern_central
760,1628,1987,12,10,no,other,no,no,1.861078925,Public_Administration,"Managers, Officials_and_Proprietors",nothern_central
761,1641,1980,12,4,no,hisp,no,no,2.111690595,Trade,"Managers, Officials_and_Proprietors",NA
762,1641,1981,12,5,no,hisp,sí,no,2.170552218,Trade,"Managers, Officials_and_Proprietors",NA
763,1641,1982,12,6,no,hisp,sí,no,2.134839248,Trade,"Managers, Officials_and_Proprietors",NA
764,1641,1983,12,7,no,hisp,sí,no,2.072430196,Trade,"Managers, Officials_and_Proprietors",NA
765,1641,1984,12,8,no,hisp,sí,no,2.04054088,Trade,"Managers, Officials_and_Proprietors",NA
766,1641,1985,12,9,no,hisp,sí,no,2.018958291,Trade,"Managers, Officials_and_Proprietors",NA
767,1641,1986,12,10,no,hisp,sí,no,2.167382442,Trade,"Managers, Officials_and_Proprietors",NA
768,1641,1987,12,11,no,hisp,sí,no,1.87348838,Finance,Sales_Workers,NA
769,1644,1980,12,1,sí,hisp,no,no,0.560979217,Entertainment,"Managers, Officials_and_Proprietors",NA
770,1644,1981,12,2,no,hisp,no,no,1.546365309,Finance,Sales_Workers,NA
771,1644,1982,12,3,no,hisp,no,no,1.531898335,Finance,Clerical_and_kindred,NA
772,1644,1983,12,4,no,hisp,no,no,1.591878696,Finance,Clerical_and_kindred,NA
773,1644,1984,12,5,no,hisp,no,no,1.685167945,Finance,"Professional, Technical_and_kindred",NA
774,1644,1985,12,6,no,hisp,no,no,1.648178741,Finance,Clerical_and_kindred,NA
775,1644,1986,12,7,no,hisp,no,no,1.565979397,Finance,Sales_Workers,NA
776,1644,1987,12,8,no,hisp,sí,no,2.068422475,Finance,Clerical_and_kindred,NA
777,1653,1980,15,2,sí,other,no,no,-0.384581897,Trade,Clerical_and_kindred,NA
778,1653,1981,15,3,sí,other,no,no,1.886070149,Trade,Laborers_and_farmers,NA
779,1653,1982,15,4,sí,other,no,no,1.987385135,Trade,Clerical_and_kindred,NA
780,1653,1983,15,5,sí,other,no,no,2.136661134,Trade,Clerical_and_kindred,NA
781,1653,1984,15,6,sí,other,no,no,1.804233793,Trade,Clerical_and_kindred,NA
782,1653,1985,15,7,no,other,no,no,2.13012149,Finance,Sales_Workers,NA
783,1653,1986,15,8,no,other,no,no,2.631413287,Finance,Sales_Workers,NA
784,1653,1987,15,9,no,other,no,no,2.793118014,Finance,Sales_Workers,NA
785,1654,1980,11,4,no,other,no,no,1.624841658,Manufacturing,"Managers, Officials_and_Proprietors",NA
786,1654,1981,11,5,no,other,no,sí,1.616872891,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
787,1654,1982,11,6,no,other,no,no,1.429619486,Construction,"Craftsmen, Foremen_and_kindred",NA
788,1654,1983,11,7,no,other,no,no,1.736459925,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
789,1654,1984,11,8,no,other,no,no,1.716041603,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
790,1654,1985,11,9,no,other,sí,no,1.809021266,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
791,1654,1986,11,10,no,other,sí,no,1.799961435,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
792,1654,1987,11,11,no,other,sí,no,2.183852317,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
793,1721,1980,11,5,no,hisp,no,no,1.784471803,Trade,Laborers_and_farmers,NA
794,1721,1981,11,6,sí,hisp,no,no,1.934860313,Trade,"Craftsmen, Foremen_and_kindred",NA
795,1721,1982,11,7,no,hisp,no,no,2.026975602,Trade,"Craftsmen, Foremen_and_kindred",NA
796,1721,1983,11,8,no,hisp,no,no,2.109821788,Trade,"Craftsmen, Foremen_and_kindred",NA
797,1721,1984,11,9,no,hisp,no,no,2.128833487,Trade,"Craftsmen, Foremen_and_kindred",NA
798,1721,1985,11,10,sí,hisp,no,no,2.094465843,Trade,"Craftsmen, Foremen_and_kindred",NA
799,1721,1986,11,11,no,hisp,no,no,2.256719837,Trade,"Craftsmen, Foremen_and_kindred",NA
