"fecha","precio","habitaciones","baños","area_m2_util","area_m2_construida","pisos","año_construida","codigo_postal"
2015-03-27,249500000,4,3,188.6,1177.5,2,1982,98177
2014-09-04,7.5e+07,3,1,134.7,629.5,1,1952,98178
2015-03-26,166500000,4,2.5,223,675.4,2,1993,98003
2015-02-18,3.5e+08,4,2.75,266.6,801.3,1,1959,98155
2014-09-18,137500000,4,1,124.5,2090.3,1.5,1926,98168
2014-07-01,1.65e+08,3,2.5,156.1,1050.9,1,1959,98146
2014-11-24,1.8e+08,4,2,171.9,820.1,1,1969,98155
2015-05-11,233500000,3,1,113.3,746.9,1.5,1965,98125
2014-10-29,2.84e+08,3,2.5,215.5,5301.3,1,1979,98074
2014-11-03,302500000,5,2.25,299.1,892.1,2,1972,98052
2014-10-02,3.75e+08,4,2.75,296.4,838.3,2,2005,98075
2014-10-14,3.8e+08,3,2.75,327.9,6487.8,2,1994,98053
2014-08-04,132500000,3,1.75,190.5,977.2,1,1979,98058
2014-07-18,2.45e+08,3,1.75,159.8,1165,1,1956,98006
2014-06-19,1.8e+08,4,2.5,264.8,432,2,2004,98038
2015-02-06,155875000,4,2.25,210.9,1114.8,1,1976,98023
2014-10-03,199500000,3,2.25,174.7,1158.8,1,1958,98028
2014-07-25,173500000,4,2.5,257.3,905.9,2,1989,98042
2014-09-04,8.4e+08,4,3.75,417.1,3249.9,2,1998,98005
2014-09-03,292500000,4,2.5,288.9,601.9,2,2005,98065
2014-09-12,1.7e+08,4,2.5,219.3,694.4,2,1992,98031
2015-04-15,3.06e+08,3,2.5,202.5,510.6,2,1994,98029
2014-06-28,1.15e+08,2,1.75,177.4,313.6,2,1980,98038
2014-05-09,3.02e+08,4,2.5,210,720.3,2,1989,98029
2014-07-03,1.25e+08,3,1.75,164.4,823.9,1,1959,98002
2015-03-09,129250000,3,2,135.6,736.7,1,1989,98038
2015-03-24,391500000,4,2.75,193.2,464.5,1,1940,98199
2014-10-30,5.25e+08,5,2.25,275,713.5,1,1958,98199
2015-03-18,3.8e+08,4,2.5,299.1,374.5,2,2002,98033
2014-05-26,1.38e+08,3,1,105.9,464.5,1,1960,98106
2015-03-23,2.75e+08,4,2,154.2,1149.9,1,1966,98008
2015-04-28,1.99e+08,4,1,132.9,579.7,1.5,1953,98125
2015-03-13,387500000,3,3,169.1,399.5,1.5,1914,98107
2015-04-09,513750000,4,3,328.9,947.8,2,1988,98006
2014-10-23,163500000,4,1,150.5,557.4,1.5,1905,98055
2015-04-21,282250000,4,2.75,288,1353.4,2,1995,98019
2014-10-17,3.91e+08,4,1.75,139.4,633.6,1.5,1905,98117
2015-01-28,1.99e+08,4,2.5,262,511.9,2,2005,98038
2015-01-30,128500000,3,1.75,171.9,1014.5,1.5,1915,98034
2014-06-25,117500000,4,2,145.9,874.7,2,1984,98092
2014-06-27,226500000,4,2.75,213.7,3486.9,1,1979,98070
2015-03-16,267500000,2,1,85.5,836.1,1,1954,98033
2014-05-07,137500000,3,2.5,148.6,650.3,2,1993,98038
2014-09-15,332500000,3,2.5,244.3,933.4,2,1996,98027
2014-08-06,3.35e+08,4,2.75,280.6,1257,1,1977,98052
2015-04-27,232500000,3,1.75,138.4,999.4,1,1966,98034
2014-10-23,1.05e+08,3,1.5,107.8,483.1,1,1970,98042
2014-12-04,132500000,4,2.5,189.5,412.8,2,2001,98092
2015-04-13,2.13e+08,2,2.5,144,246.8,2,1987,98033
2014-10-29,264609500,4,2.25,184.9,707,1,1966,98008
2014-07-08,3e+08,3,2.25,176.5,4330.1,1.5,1969,98072
2014-07-01,437500000,5,3.5,356.7,769.1,2,2001,98074
2015-01-06,3.04e+08,4,3,223,713.5,1,1956,98199
2014-11-12,1.1e+08,3,1,154.2,1998.7,1,1973,98022
2014-08-11,8.8e+08,4,5,562.5,2009.5,1,1996,98006
2014-08-18,147725000,3,2,188.6,1590.5,1,1966,98092
2014-11-11,157500000,2,1,78,472.6,1,1925,98118
2015-02-13,102500000,4,2,134.7,759.5,1,1967,98031
2014-07-09,1.55e+08,3,1.5,135.6,920.5,1,1952,98148
2015-05-03,5e+08,5,1,186.7,484,1.5,1927,98119
2014-06-02,262500000,4,2.5,270.3,708.9,2,2006,98038
2014-07-09,1.42e+08,4,1.75,174.7,817.5,1,1960,98168
2014-05-14,2.55e+08,3,1.75,201.6,2458.2,1,1986,98074
2014-06-19,202500000,2,1,117.1,406.6,1,1947,98103
2014-09-16,254975000,3,2.5,183,850.3,2,2007,98028
2014-10-27,3e+08,4,2.25,194.2,4249.2,2,1987,98053
2015-04-23,4.95e+08,4,3.75,320.5,458.9,2,2006,98103
2015-04-14,140002500,3,1.5,105,668.9,1,1954,98178
2014-09-03,3.5e+08,3,1.75,241.5,712.4,1,1968,98010
2014-08-04,1.65e+08,3,1,95.7,707.9,1,1953,98126
2015-02-23,1.7e+08,2,1,157.9,624.1,1,1956,98198
2014-08-18,2.34e+08,2,2.5,137.5,201.3,2,2007,98052
2014-06-09,669500000,4,2.5,394.8,1801.1,2,1972,98040
2014-09-19,257500000,3,1.75,148.6,1939.2,1,1955,98006
2014-11-12,122500000,4,2,173.7,812.9,1,1977,98022
2014-05-27,132500000,3,2.5,133.8,719.2,1,1983,98031
2015-03-17,186200000,3,2.5,252.7,1109,2,1990,98031
2015-05-04,1.95e+08,3,1.5,115.2,781.3,1,1948,98155
2015-02-03,1.04e+08,3,1,94.8,568.6,1,1967,98002
2014-10-03,136500000,2,0.5,109.6,720,1,1945,98155
2014-10-09,227500000,5,3.5,286.1,720.8,2,2003,98019
2015-03-30,1.35e+08,4,2.5,162.6,594.3,2,1988,98023
2014-07-30,3.09e+08,4,2.25,235,811.6,1,1958,98008
2014-10-21,106775000,3,2.5,146.8,793.5,2,1990,98001
2014-07-29,1.05e+08,5,1.75,217.4,849.9,2,1957,98198
2015-01-12,1.375e+09,5,4,585.3,1492.5,2,2004,98004
2014-12-15,201750000,4,2.75,223,357.1,1,1974,98133
2015-02-25,117500000,3,1.5,120.8,706.1,1,1963,98022
2015-04-21,143750000,3,2,163.5,664,1,1936,98055
2014-09-29,273400000,4,1.5,141.2,549.1,1,1946,98115
2014-06-16,91500000,3,1.75,99.4,752.5,1,1957,98002
2014-05-12,2.8e+08,3,2,237.8,20139.2,1,1986,98092
2014-12-05,149750000,3,1,118.9,624.9,1,1958,98144
2014-10-27,3.05e+08,4,2.25,154.2,682.8,1,1965,98008
2014-06-09,144175000,3,1.5,172.8,739.8,1,1963,98188
2014-07-01,2.5e+08,2,1,88.3,418.1,1,1926,98103
2014-12-05,312500000,4,2.75,198.8,371.6,1,1951,98115
2015-04-29,2.09e+08,2,1.5,137.5,125.3,2,2007,98136
2014-08-25,3.3e+08,3,3,210,169.5,2,2002,98122
2014-06-23,387500000,4,2.5,213.7,572.1,2,1999,98115
2015-01-23,214750000,3,2.75,153.3,675.6,1,1972,98034
2014-11-24,284500000,3,2,184.9,278.7,1.5,1908,98112
2014-05-20,1.25e+08,4,2,182.1,702.3,1,1978,98031
2014-12-09,112500000,3,1.5,121.7,974.6,1,1969,98042
2014-05-14,2.65e+08,4,2.75,227.6,1393.7,1,1974,98166
2014-09-05,1.53e+08,3,1,84.5,804.4,1,1955,98155
2015-04-13,258550000,3,1.75,146.8,902.9,1,1962,98056
2014-08-22,177475000,3,1.75,165.4,900.1,1,1976,98072
2015-04-14,1.74e+08,3,1.5,96.6,169.5,1,1925,98115
2014-07-18,261125000,4,2.5,217.4,3864.8,1,1977,98077
2014-06-04,137500000,3,2.5,159.8,813.4,1,1983,98023
2014-12-18,1.95e+08,3,1.5,148.6,969.9,1,1954,98125
2014-09-10,1.3e+08,3,1.5,122.6,905.8,1,1954,98148
2014-07-28,292500000,5,2.75,218.3,388.1,1.5,1922,98112
2014-06-03,302500000,5,2.75,254.6,521.7,1.5,1925,98115
2014-07-03,1.71e+08,4,2.5,213.7,599,2,2001,98030
2014-08-27,4.5e+08,5,3,404.1,3453.1,2,1972,98005
2015-03-30,1.26e+08,3,1.75,132.9,715.4,1,1981,98031
2015-02-19,178500000,3,1.75,223,1301.8,1,1971,98003
2014-12-24,1.85e+08,3,1,87.3,734.9,1,1959,98008
2015-04-06,161250000,3,1,94.8,1254.6,1,1959,98056
2014-06-20,1.05e+08,2,2,156.1,534.7,2,1910,98002
2014-12-08,1.45e+08,2,1,124.5,914.2,1,1949,98133
2014-06-12,4.3e+08,4,3.25,367.9,651.4,2,2005,98075
2015-02-25,1.51e+08,6,2,246.2,429.3,1.5,1911,98118
2014-08-21,184580000,4,2.25,197,899.3,2,1965,98003
2015-05-07,592500000,4,2.75,264.8,278.7,2.5,2003,98112
2014-09-02,496500000,4,2,264.8,1375.9,2,1954,98004
2014-11-14,1.9e+08,6,2,173.7,647.4,1,1968,98027
2014-09-10,317500000,4,2,247.1,758.1,1,1949,98177
2014-10-30,1.3e+08,3,1,110.6,1033.1,1,1947,98024
2014-05-20,121500000,2,1,164.4,513,1.5,1943,98178
2015-04-02,7e+08,4,2.5,257.3,824.9,2,2001,98004
2014-09-15,332500000,4,2.5,193.2,752.5,1,1952,98177
2014-09-09,4.49e+08,5,2.25,250.8,836.1,2,1987,98007
2014-07-25,291500000,4,2.75,204.4,878.2,1,1955,98144
2014-12-04,214500000,4,1.75,200.7,715.4,2,1977,98033
2014-12-16,235500000,3,2.5,186.7,377.1,2,1998,98034
2015-03-12,9.05e+08,3,3.5,351.2,770.6,2,1951,98112
2014-10-15,369750000,3,3.25,414.3,4754.5,2,2005,98042
2014-05-12,2.25e+08,3,1.5,164.4,1598.7,1,1959,98006
2015-04-08,276250000,3,1,132.9,464.5,1,1949,98117
2015-02-17,218500000,4,1.75,157.9,988.7,1,1954,98006
2015-01-09,1.35e+08,4,2,170,485,1.5,1951,98118
2014-07-16,113370000,3,1.5,131,817.5,1,1965,98092
2015-02-18,223250000,4,2.5,284.3,735.8,1,1974,98028
2014-11-25,141500000,3,2,169.1,1399.9,2,1920,98022
2014-07-15,222500000,4,1.75,225.8,1227.3,1.5,1909,98024
2014-08-16,1.25e+08,2,1,68.7,635.5,1,1942,98126
2015-03-09,153500000,3,1,71.5,608.7,1,1942,98146
2014-07-21,157500000,4,2.75,204.4,797.1,1,1991,98023
2015-01-06,277500000,3,3,271.3,2144.7,1.5,1908,98136
2015-04-24,132450000,4,2.5,189.5,650.3,1,1979,98031
2014-09-22,2.55e+08,3,2,148.6,419,1,1978,98103
2014-08-14,1.64e+08,4,2.5,184.9,369.8,2,2002,98058
2015-05-04,1.79e+08,4,2.5,170,678.9,2,2002,98038
2015-04-21,162500000,3,2.5,236,395.8,2,2005,98042
2014-07-14,682500000,2,3.25,250.8,320,3,1990,98075
2015-03-05,1.15e+08,4,2,133.8,1003.4,1,1967,98001
2015-04-23,272500000,3,2,144,371.6,1,1955,98199
2014-05-05,352690000,3,2.5,231.3,403.5,2,2003,98029
2014-08-20,229500000,5,2.5,246.2,1206.5,1,1979,98028
2014-05-28,407500000,4,2.25,185.8,353,2,2001,98115
2014-06-11,247500000,6,5,319.6,418.1,2,2007,98055
2014-11-10,2.6e+08,3,2.5,211.8,5454.5,2.5,1987,98010
2014-12-17,2.15e+08,2,1.5,122.6,110.9,3,2001,98107
2014-05-15,127500000,4,2.5,192.3,724.6,2,1989,98003
2014-07-07,2.94e+08,3,2,172.8,443.8,2,1908,98115
2014-11-10,1.75e+08,3,1,87.3,725.7,1,1959,98008
2015-03-13,312500000,4,2.75,212.7,1996.1,1,1963,98006
2015-04-24,86250000,2,2,140.3,1921.7,1,1958,98059
2014-08-25,2.77e+08,3,2,170,325.2,1.5,1909,98116
2014-07-28,387500000,4,2.5,287.1,660.7,2,2001,98052
2014-11-07,593750000,4,3.5,403.2,20234.3,2,2003,98053
2014-10-28,3.09e+08,3,2.75,297.3,1178.2,2,1977,98028
2014-09-29,152500000,4,1,144.9,785,1.5,1954,98166
2014-12-05,1.16e+08,3,2,118.9,1240.8,1,1994,98042
2014-05-08,1.31e+08,4,2.5,187.7,579.3,2,2002,98001
2015-03-25,1.17e+08,3,1,96.6,754.6,1,1971,98198
2015-04-02,2.5e+08,4,2.75,210,669.7,1,2002,98125
2014-08-27,1.39e+08,3,1,79.9,709,1,1920,98166
2014-09-04,1.15e+08,5,1,178.4,1768.9,1,1961,98168
2014-09-22,2.5e+08,4,1.75,212.7,856.1,1,1969,98027
2014-05-19,183250000,4,2.75,192.3,864,1,1945,98155
2014-06-11,332500000,6,3,394.8,408.8,2.5,1902,98118
2015-03-16,550500000,3,1.5,206.2,448.7,2,1928,98116
2014-12-01,287500000,2,1.75,170.9,378.7,1,1957,98117
2014-11-03,337375000,4,2.5,240.6,906.1,2,1993,98075
2014-09-16,359500000,5,2,288.9,569.6,1,1940,98118
2014-09-25,2.41e+08,3,1.75,241.5,9809.3,1,1980,98070
2014-05-28,1.27e+08,2,1,98.5,760.6,1,1952,98133
2014-08-19,221862500,3,1.75,116.1,360.5,1,1944,98117
2014-11-06,287500000,4,2.5,234.1,3310.7,2,1980,98053
2015-01-27,234500000,3,2.25,192.3,925,1,1977,98155
2014-05-23,87500000,2,1,120.8,4127.8,1,1958,98001
2014-09-09,218500000,5,2,203.5,772.6,1,1961,98108
2014-08-20,2.75e+08,4,3,256.4,1218.2,1,1974,98028
2015-04-20,86020000,3,2.25,158.9,662.8,1,1979,98031
2014-12-24,181500000,3,2,162.6,650.3,1,1993,98038
2015-04-30,1.41e+08,3,2.25,144.2,334.5,2,2012,98092
2014-08-14,2e+08,6,2,218.3,608.9,2,1905,98178
2014-09-24,3.25e+08,5,3.5,474.7,930.7,2,2003,98034
2014-06-03,182500000,3,2.5,159.8,9282.5,2,1990,98042
2014-10-24,134975000,4,2.5,182.1,671.7,2,2002,98023
2014-07-18,1.3e+08,2,1,118,1821.1,1,1977,98010
2014-10-24,96500000,3,1.5,109.6,650.3,1,1977,98023
2014-07-25,1.7e+08,4,2.25,207.2,630.9,2,2005,98038
2014-05-12,4.5e+08,4,3.25,436.6,3568.6,2,1978,98005
2014-10-21,185500000,3,2.5,199.7,776.8,2,1991,98058
2014-08-27,2.96e+08,3,2.5,223,7608,2,1985,98045
2014-08-15,1.5e+08,3,2.5,170,1184.5,2,1991,98168
2014-08-27,224975000,4,3,260.1,648.2,2,2003,98038
2014-10-22,149750000,3,2.5,194.2,665.5,2,1989,98003
2015-03-26,497500000,4,2.25,217.4,1245.5,1,1963,98040
2014-09-23,167500000,4,1.75,155.1,880,1,1960,98106
2014-11-10,1.4e+08,4,2.25,184.9,682.8,1,1978,98003
2014-05-16,2.23e+08,4,2.25,210.9,724.6,1,1977,98034
2014-09-27,772250000,4,2.75,456.2,1406.5,1,1964,98004
2015-04-07,162500000,3,1,88.3,418.1,1,1943,98118
2014-06-19,2.25e+08,3,1.75,149.6,1040.5,1,1955,98033
2014-10-27,161250000,4,2.5,180.2,660.3,2,2000,98038
2014-09-15,226500000,3,1,112.4,880.1,1,1955,98006
2014-10-08,327500000,4,2.5,238.8,409.9,2,2001,98034
2015-05-04,301500000,3,2.25,157.9,260.1,2,1926,98115
2014-09-02,117500000,4,1,149.6,2229.7,1.5,1947,98001
2014-07-28,484466500,4,3.5,382.8,678.6,2,2006,98033
2014-11-14,507500000,3,3.5,267.6,1053.5,1,1980,98074
2014-12-03,217500000,4,2.25,184.9,794.1,2,1973,98033
2014-06-18,1.21e+08,3,2,117.1,751.8,1,1986,98038
2014-10-27,243500000,6,3.25,441.3,23095.7,2,1947,98022
2014-08-01,4.05e+08,4,2.75,279.6,970.8,2,1996,98052
2014-06-24,312500000,3,2.5,223.9,5952.6,1,1976,98072
2014-10-23,82500000,3,1.5,118.9,719.3,1,1973,98001
2015-04-27,167500000,3,1,215.5,627.1,1,1960,98118
2014-07-24,143350000,3,1,113.3,613.2,1,1958,98065
2015-04-24,349500000,2,1.5,130.1,376.3,1,1954,98115
2015-03-27,1.4e+08,3,1.75,147.7,676.3,1,1974,98058
2014-06-02,2.9e+08,4,2.5,206.2,656.3,2,1988,98029
2014-06-20,377400000,2,2.5,257.3,722.9,2,2006,98053
2015-02-10,262500000,4,2.5,214,1560.9,2,1995,98019
2015-02-17,2.81e+08,3,1.75,148.6,978.3,1,1962,98155
2014-05-20,287500000,4,1.75,118.9,563,1,1926,98117
2014-07-11,404450000,5,2.5,269.4,548.2,2,2006,98027
2015-03-03,4.96e+08,3,2.25,274.1,1412.8,1,1966,98040
2014-09-19,167500000,3,2.5,157.9,622.3,2,1997,98038
2014-12-26,236500000,3,2.75,97.5,668.9,1,1985,98125
2015-03-25,1.75e+08,4,2.75,277.8,1041.4,1,1977,98023
2015-04-24,8e+08,5,2.5,288,499.3,2.5,1906,98122
2014-12-17,152750000,3,1,115.2,565.8,1,1950,98155
2014-05-23,1.53e+08,2,1,72.5,1254.2,1,1946,98077
2014-12-02,116500000,2,2.25,79,153.8,2,2001,98133
2015-03-31,2.45e+08,3,1.75,143.1,836.1,1,1971,98125
2014-07-01,222500000,4,2.5,211.8,3909.1,2,1994,98042
2014-11-20,177500000,3,2.25,236.9,898.7,1,1959,98178
2015-04-02,1.8e+08,2,2,164.4,706.7,1,1987,98058
2014-07-09,368750000,3,1.75,215.5,1012.6,2,1935,98115
2014-12-15,492500000,3,3.5,241.5,1107.4,2,1969,98004
2014-08-06,174975000,2,3.25,145.9,188.7,2,2006,98126
2015-02-20,2.6e+08,4,2.5,284.3,665.3,2,2005,98065
2014-12-17,177975000,4,2.5,182.1,793.4,1,1955,98177
2014-12-29,242500000,5,2.5,303.8,569.4,2,2004,98055
2014-12-12,71500000,3,1,101.3,308,1,1969,98092
2014-12-10,1.639e+09,2,1.75,635.5,929,2.5,2001,98008
2014-07-23,177500000,3,1,87.3,790.8,1,1967,98033
2014-06-04,5.63e+08,5,3.5,360.5,1290,2,1979,98006
2014-08-18,1e+08,5,1.75,164.4,1442.3,1,1959,98059
2014-06-18,456500000,4,2.5,338.2,982.5,2,1999,98075
2014-05-22,8e+08,3,2.5,293.6,1191.4,1,1966,98004
2014-06-25,204950000,2,2.5,147.7,171.4,2,1997,98033
2015-05-01,132500000,4,1,119.8,560.6,1,1950,98118
2015-04-10,3.7e+08,5,3,339.6,4815.7,1,1955,98008
2014-06-12,1.53e+08,4,2.5,231.3,754.7,2,2001,98092
2014-10-07,190500000,3,2.5,136.6,371.5,2,2003,98065
2015-05-05,6.1e+08,3,3.25,367.9,569.7,2,1933,98199
2015-03-20,5.25e+08,3,3.5,296.4,2785.4,1,1941,98166
2014-09-03,2.04e+08,2,1,75.3,691.2,1,1948,98133
2014-06-25,369950000,5,2.5,276.9,499.5,2,2006,98052
2014-11-21,337125000,4,2.5,258.3,3251.6,1,1985,98072
2014-09-11,219200000,2,1,124.5,752.5,1,1953,98177
2014-12-30,8.5e+08,5,5,458,1360.9,2,2000,98040
2014-06-19,351500000,3,2,126.3,555.6,1.5,1945,98116
2014-12-29,1.31e+08,3,1.75,122.6,606.7,1,1989,98023
2015-04-23,176500000,3,2,112.4,1347,1,1984,98045
2015-01-14,2.5e+08,4,2.5,180.2,706.7,2,1995,98052
2014-07-06,6.4e+08,4,2.5,293.6,429.2,1.5,1917,98116
2015-04-08,1.66e+08,4,2.5,183.9,610,2,2004,98042
2014-08-21,4.12e+08,4,2.5,215.5,1322.9,1,1974,98008
2015-02-20,1.45e+08,4,2,154.2,444.8,1,1968,98144
2014-06-27,3.5e+08,3,2.5,154.2,143.5,2,2002,98109
2014-10-06,2.75e+08,2,1,100.3,317.7,1,1922,98107
2014-09-03,274500000,2,1,140.3,1037.3,1.5,1921,98133
2015-03-06,932500000,4,2.5,274.1,4046.9,1,1951,98004
2015-03-02,4.29e+08,4,2.25,285.2,1274.6,2,1978,98007
2014-10-30,172500000,2,1,90.1,968.3,1,1947,98133
2014-11-04,1.7e+08,4,1.75,198.8,1082.4,2.5,1930,98022
2015-04-25,607500000,4,2.25,238.8,891.9,2.5,1962,98040
2014-12-11,137500000,3,2.25,117.1,138.2,3,2009,98133
2014-08-27,202500000,3,1,113.3,721.9,1,1963,98008
2015-01-16,216250000,3,2,159.8,756.7,2,1949,98155
2015-01-12,118250000,4,1,198.8,391.8,1.5,1925,98118
2014-07-18,339500000,4,1.5,131.9,457.4,1.5,1928,98103
2014-10-31,271500000,4,2.5,191.4,785.1,2,1995,98133
2014-09-26,1.47e+08,3,1,122.6,884.4,1,1953,98178
2015-04-03,170250000,3,1.75,168.2,972,1,1969,98058
2014-07-03,5.06e+08,4,2.5,276.9,1510.9,2,1989,98006
2014-05-02,167500000,2,2,125.4,237.8,1,1976,98052
2014-07-23,212500000,3,2,143.1,744.2,1,1988,98011
2015-02-10,176500000,3,2.5,233.2,858.4,2,2001,98022
2015-05-04,2.7e+08,3,2.5,155.1,478.1,2,1991,98029
2014-06-12,3.2e+08,5,3.5,342.8,1108.1,2,2006,98074
2014-07-22,169975000,3,1,122.6,1064.4,1,1959,98028
2014-11-07,97500000,3,1.75,140.3,780.4,1,1979,98045
2015-02-26,1.61e+08,3,1.75,140.3,780.4,1,1979,98045
2015-04-01,3.3e+08,4,1.75,173.7,970.8,1,1978,98005
2014-09-16,1.4e+08,6,3,223,870.8,2,1991,98002
2015-04-22,1.5e+08,6,3,223,870.8,2,1991,98002
2014-08-15,103750000,3,1,108.7,819,1,1966,98023
2014-08-25,97500000,3,1.5,110.6,810.7,1,1956,98146
2014-06-10,3.5e+08,3,2,193.2,360.5,1,1954,98117
2015-04-17,2.8e+08,4,1.75,199.7,794.8,1,1982,98106
2014-08-20,1.3e+08,3,1.75,146.8,682.3,1,1911,98126
2015-02-25,287500000,3,1.75,146.8,682.3,1,1911,98126
2015-04-17,237500000,3,2.5,220.2,300.9,2,2006,98072
2014-06-13,142500000,3,1.75,170.9,799.1,1,1905,98118
2014-05-08,376944000,4,2.5,247.1,511,2,2003,98029
2015-04-10,3.25e+08,3,2.5,203.5,334.5,2,2003,98029
2014-08-07,3.1e+08,3,2.25,154.2,323.1,1.5,1929,98117
2015-03-13,2.63e+08,3,1.75,165.4,3511.8,1,1977,98075
2014-05-14,77500000,2,1,65,483.1,1,1952,98056
2014-08-27,1.71e+08,4,2,145.9,1040.5,1,1959,98011
2015-04-07,1.95e+08,3,1.75,113.3,20097.9,1,1981,98019
2014-06-05,342500000,3,2.75,292.6,20436.6,2,1990,98024
2014-06-25,3.04e+08,4,2.5,249.9,440,2,2001,98053
2014-09-16,89950000,2,1,63.2,594.6,1,1943,98168
2014-09-04,622500000,6,3.25,348.4,1314.6,2,1936,98117
2015-04-30,8.3e+07,3,1,93.8,1084.6,1,1957,98168
2014-05-19,2.31e+08,3,1.5,158.9,418.1,1.5,1928,98118
2014-06-22,272500000,4,2.5,194.2,559.6,2,1990,98029
2015-01-16,207500000,3,1,144.9,418.1,1.5,1903,98122
2014-06-10,134500000,3,2.5,144.9,390.2,2,2003,98038
2014-12-12,178250000,4,2.5,238.8,1065.9,2,2008,98003
2014-12-23,112500000,3,1,93.8,709.1,1,1961,98198
2014-06-20,87500000,2,1,94.8,476.6,1,1948,98002
2014-08-01,274500000,5,2.5,158.9,903,2,1974,98005
2015-04-15,267500000,3,2.75,213.7,1133.1,2,1989,98166
2014-05-05,313500000,4,2.25,184.9,716.5,1,1973,98027
2014-08-22,282500000,3,2,253.6,1456.4,2.5,1976,98166
2014-11-12,196225000,4,2,203.9,249.1,1,1912,98103
2014-09-23,254500000,2,2,144.9,434.3,1,2006,98053
2014-09-12,1.7e+08,3,2.5,130.1,445.9,1,1921,98117
2015-03-26,268500000,3,2.5,130.1,445.9,1,1921,98117
2014-05-05,432500000,4,3,342.8,919,2,1998,98075
2014-12-14,1.79e+08,2,1,105.9,774.8,1,1948,98155
2014-09-19,297500000,4,2.25,178.4,299.6,1.5,1923,98116
2014-06-19,330500000,4,2.5,231.9,748.6,2,1998,98052
2014-09-16,209975000,3,2.25,211.8,789.7,1,1977,98034
2015-04-16,2.45e+08,4,3.5,297.3,596.4,2,2006,98038
2014-09-18,262500000,2,1,81.8,371.6,1,1940,98117
2014-08-13,1.75e+08,3,2,122.6,120.6,3,1995,98117
2015-05-11,276250000,3,2.5,227.6,332.8,2,2008,98072
2015-03-27,1.05e+08,3,1,96.6,833.3,1,1961,98023
2015-03-11,1.95e+08,3,2.5,230.4,4947.1,2,1990,98042
2015-01-29,168400000,5,1.75,170,1546.8,1.5,1958,98155
2015-03-03,232500000,3,2.5,133.8,415.6,2,2003,98053
2014-12-18,149950000,4,2.5,146.8,337.4,2,2011,98038
2014-07-18,357500000,3,3.25,300.1,464.5,2,2006,98029
2014-05-23,117500000,4,2.5,168.2,3682.6,1,1970,98042
2014-12-10,1.38e+08,3,2.5,231.8,408.8,2,2007,98001
2015-01-12,132500000,4,1.5,161.7,1182.5,1,1964,98003
2014-05-30,212500000,3,1.75,156.1,278.7,1,1900,98103
2015-01-05,156500000,4,2.5,228.5,958.8,2,1993,98092
2015-04-09,357500000,3,2.5,283.4,557.4,1,1984,98177
2014-12-12,132500000,3,2.25,151.4,1019.1,2,1991,98001
2015-03-24,3.23e+08,3,2.75,228.5,595.8,2,2004,98028
2014-07-21,87500000,3,1,95.7,613.2,1,1954,98146
2014-07-31,324500000,3,2.5,316.8,1282.9,1,1973,98003
2015-04-23,392500000,3,2.75,214.6,483.1,1,1940,98199
2014-09-22,4.45e+08,4,2.75,242.5,408.8,1,1920,98122
2014-11-26,3.06e+08,3,3,216.5,959.4,1,1998,98034
2014-12-05,1.65e+08,4,2.5,276.9,527.1,2,2003,98023
2014-11-12,246500000,3,2.25,166.3,1058.4,1,1978,98052
2015-04-03,8e+08,4,2.25,273.1,532.8,1,1957,98112
2014-06-27,809999500,4,3,362.3,905.8,1,1972,98006
2015-02-11,8.25e+08,4,3,362.3,905.8,1,1972,98006
2014-09-26,249500000,3,2.5,162.6,199.7,2.5,1900,98122
2014-06-23,301750000,6,2.75,247.1,780.4,1,1962,98006
2014-06-24,2.65e+08,2,1.5,146.8,341.9,1,1941,98126
2015-04-06,447500000,5,2.5,218.3,1318.9,1,1962,98004
2014-05-13,133672500,4,2.25,233.2,758.6,1,1972,98023
2014-05-16,137500000,3,2.5,137.5,1452.9,2,1987,98045
2015-02-25,219975000,3,1.75,159.8,20752.4,1,1950,98019
2014-06-20,227500000,3,2.25,136.6,432.3,2,1985,98029
2015-01-13,3.15e+08,3,1.75,143.1,643.8,1,1944,98115
2014-11-03,3.45e+08,3,2.5,262,464.6,2,2004,98029
2014-08-26,1.06e+08,4,1.75,116.1,1180.3,1,1971,98023
2014-08-13,115750000,4,2.25,193.2,699.2,1,1985,98030
2015-04-30,618750000,4,3.25,481.2,4639.2,2,1991,98053
2014-07-08,189250000,3,2.5,265.7,4071.1,2,1990,98092
2014-05-02,2.41e+08,4,2.5,251.8,3332.2,2,1989,98038
2015-05-05,347500000,2,1,105.9,370.7,1,1924,98103
2014-12-02,482500000,4,2.5,378.1,5350,2,1989,98052
2015-02-04,337500000,3,1.75,158.9,549.3,1,1941,98199
2014-10-27,193500000,3,1.5,124.5,603.9,1,1972,98034
2015-03-30,173750000,4,2.75,212.7,650.3,2,1977,98058
2014-07-11,192500000,3,2,172.8,687.5,1,1922,98166
2014-12-04,132500000,3,1,100.3,458,1,1950,98126
2015-04-22,2.03e+08,3,1,89.2,489,1,1953,98115
2014-05-08,6.7e+07,2,1.5,91,464.5,2,1922,98014
2014-10-20,207500000,3,1,139.4,315.8,2,1926,98103
2014-05-27,187500000,3,1.75,133.8,815.2,1,1973,98034
2014-12-10,3.1e+08,4,2.5,239.7,693.5,2,1993,98074
2014-10-28,168750000,5,2.5,192.3,436.5,2,1999,98038
2014-09-22,282500000,3,2.5,174.7,1149,1,1967,98005
